game_id,market,actor,actor_id,price,round,type,date,time
op-PyjkPu7rO,diamonds,jacky,f6ee3ebc-f691-4e17-9b78-a22488bdaa2e,59,31,buy,22/2/2024,18:56:826
op-PyjkPu7rO,hearts,jacky,f6ee3ebc-f691-4e17-9b78-a22488bdaa2e,31,31,buy,22/2/2024,18:56:274
op-PyjkPu7rO,diamonds,Ronald,41532ea6-2bbe-4327-aafa-5d97b4d52457,59,31,buy,22/2/2024,18:56:77
op-PyjkPu7rO,hearts,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,31,31,buy,22/2/2024,18:56:818
op-PyjkPu7rO,diamonds,Ronald,41532ea6-2bbe-4327-aafa-5d97b4d52457,59,31,buy,22/2/2024,18:56:661
op-PyjkPu7rO,diamonds,jacky,f6ee3ebc-f691-4e17-9b78-a22488bdaa2e,59,31,buy,22/2/2024,18:56:639
op-PyjkPu7rO,hearts,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,31,31,buy,22/2/2024,18:56:162
op-PyjkPu7rO,diamonds,Ronald,41532ea6-2bbe-4327-aafa-5d97b4d52457,58,31,buy,22/2/2024,18:56:322
op-PyjkPu7rO,hearts,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,31,31,buy,22/2/2024,18:56:717
op-PyjkPu7rO,diamonds,jacky,f6ee3ebc-f691-4e17-9b78-a22488bdaa2e,58,31,buy,22/2/2024,18:56:507
op-PyjkPu7rO,diamonds,Ronald,41532ea6-2bbe-4327-aafa-5d97b4d52457,58,31,buy,22/2/2024,18:56:948
op-PyjkPu7rO,hearts,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,31,31,buy,22/2/2024,18:56:214
op-PyjkPu7rO,diamonds,Ronald,41532ea6-2bbe-4327-aafa-5d97b4d52457,58,31,buy,22/2/2024,18:56:594
op-PyjkPu7rO,hearts,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,31,31,buy,22/2/2024,18:56:731
op-PyjkPu7rO,diamonds,Ronald,41532ea6-2bbe-4327-aafa-5d97b4d52457,58,31,buy,22/2/2024,18:56:234
op-PyjkPu7rO,hearts,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,31,31,buy,22/2/2024,18:56:968
op-PyjkPu7rO,diamonds,Ronald,41532ea6-2bbe-4327-aafa-5d97b4d52457,58,31,buy,22/2/2024,18:56:845
op-PyjkPu7rO,hearts,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,31,31,buy,22/2/2024,18:56:567
op-PyjkPu7rO,diamonds,Ronald,41532ea6-2bbe-4327-aafa-5d97b4d52457,58,31,buy,22/2/2024,18:56:428
op-PyjkPu7rO,diamonds,jacky,f6ee3ebc-f691-4e17-9b78-a22488bdaa2e,54,31,sell,22/2/2024,18:56:468
op-PyjkPu7rO,diamonds,Ronald,41532ea6-2bbe-4327-aafa-5d97b4d52457,58,31,buy,22/2/2024,18:56:990
op-PyjkPu7rO,hearts,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,31,31,buy,22/2/2024,18:56:897
op-PyjkPu7rO,diamonds,jacky,f6ee3ebc-f691-4e17-9b78-a22488bdaa2e,54,31,sell,22/2/2024,18:56:64
op-PyjkPu7rO,diamonds,Ronald,41532ea6-2bbe-4327-aafa-5d97b4d52457,58,31,buy,22/2/2024,18:56:632
op-PyjkPu7rO,hearts,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,31,31,buy,22/2/2024,18:56:399
op-PyjkPu7rO,diamonds,Ronald,41532ea6-2bbe-4327-aafa-5d97b4d52457,58,31,buy,22/2/2024,18:56:299
